id,creation_date,ref,marque,statuts,types,contrat,"type ticket",pseudo
428483,"2023-01-02 09:12:29",MFS-4300-1,BRICOMARCHE,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BCM Johnwin","Demande de réparation en station.",Nadine
429363,"2023-01-10 09:33:45",HDBT42,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
429724,"2023-01-12 16:32:38",RAC27PHT-1,RACING,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
431290,"2023-01-24 09:09:47",RAC525KIT-1,RACING,"La réparation a été effectuée avec succès",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
431327,"2023-01-24 10:45:49",HG1600i-A,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
433046,"2023-02-04 14:06:19",HTRT65,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
433160,"2023-02-06 07:05:59",EZG2800I,ENERGIZER,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","SWAP PL"
434263,"2023-02-13 08:57:24",RAC511BSRP-A,RACING,"En attente de paiement du panier par le client",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
434913,"2023-02-17 08:18:03",HTRT65,HYUNDAI,"La réparation a été effectuée avec succès",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
436708,"2023-03-01 08:33:38",FC3200PAP4-1,FEIDER,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Florian MERCURI"
437606,"2023-03-06 15:55:12",BGB2800-21,BESTGREEN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BCM Johnwin","Demande de réparation en station.",Nadine
437884,"2023-03-08 11:33:29",HTRTPRO5350-4-1,HYUNDAI,"La réparation a été effectuée avec succès",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
438012,"2023-03-09 09:25:54",HFBE725TS,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Jan
438028,"2023-03-09 10:28:54",HNHP2065B500L,HYUNDAI,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","LPM Shiraz"
439402,"2023-03-17 06:40:09",HPV20V2B3IN1,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","SWAP PL"
440301,"2023-03-21 14:07:36",HTRT65,HYUNDAI,"Le client a accepté le devis, la station peut commencer la réparation",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
440501,"2023-03-22 12:36:42",HTDT5075-A1,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
441454,"2023-03-27 09:16:00",HG4000-PL,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
442068,"2023-03-29 12:45:40",HTRT65-2C,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Marc SWAP 82"
443065,"2023-04-03 09:25:50",RAC42CDORG-2,RACING,"La réparation a été effectuée avec succès",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
444237,"2023-04-07 12:08:51",TTLMP170SP51,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
444324,"2023-04-07 19:05:33",RAC139PTIL-A,RACING,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
445207,"2023-04-11 16:20:03",HDBT50-A1,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
445961,"2023-04-14 11:06:52",NULL,NULL,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","SWAP REUSED","Demande de réparation en station.","Marc SWAP 82"
446087,"2023-04-14 16:06:59",HTRTPRO5350-4-1,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
446518,"2023-04-17 08:54:40",S-AC-8-OUT,HAIER,"La station doit faire un diagnostic de la machine.",NULL,"Climatiseurs HAIER","Demande de Garantie","Florian MERCURI"
446706,"2023-04-17 15:03:21","SERIE E222 (LM-C3407)",BESTGREEN,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BCM Kingxxel","Demande de réparation en station.",Nadine
447461,"2023-04-20 08:51:57",Y-HDBT42-1,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","SWAP REUSED","Demande de réparation en station.","Marc SWAP 82"
448125,"2023-04-22 15:14:52","BG ST262-19",BESTGREEN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BCM Dunsch","Demande de réparation en station.",Nadine
449302,"2023-04-27 13:17:28",HG2700-1,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","SWAP PL"
449739,"2023-04-28 16:53:34",HTDT5070ES-A,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Marc SWAP 82"
450626,"2023-05-02 15:59:06","MROP224 ","MAC ALLISTER","La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
451265,"2023-05-04 09:52:47",HTDT561RP-A,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
451619,"2023-05-05 10:03:45",TTCSP25,TITAN,"Modération par un administrateur du devis proposé par la station",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
452805,"2023-05-09 15:50:50",FC2600PAP4,FEIDER,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","Florian STEFANI"
453083,"2023-05-10 12:34:26",HTTDB52,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
453743,"2023-05-11 16:56:02","CSP2525 (PN2500-2A)",BRICOMARCHE,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BCM Johnwin","Demande de réparation en station.","Ghizlane "
454036,"2023-05-12 10:44:07",HG4000-A,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Frédéric
455486,"2023-05-16 14:20:32",FRT75BS125,FEIDER,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
455957,"2023-05-17 15:10:17",Y-HNHP2480,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","SWAP REUSED","Demande de réparation en station.","Marc SWAP 82"
456914,"2023-05-20 10:46:04",PPLMP166SP51,"PERFORMANCE POWER","Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
457118,"2023-05-20 19:45:25",RAC3000,RACING,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
457247,"2023-05-21 13:34:06",HDG6500,HYUNDAI,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
458176,"2023-05-23 15:04:13",HTD5121R-A,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
458574,"2023-05-24 12:19:10",HTDT561RP-A,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
458891,"2023-05-25 08:47:40",ELB18-Li,ERBAUER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
459305,"2023-05-26 06:36:04",Z-HNHP2065B500L,HYUNDAI,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","SWAP REUSED","Demande de réparation en station.","Marc SWAP 82"
460430,"2023-05-29 13:00:04",HFBE525T,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Frédéric
461124,"2023-05-31 07:37:44",RACT90EA,RACING,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Jan
461403,"2023-05-31 14:37:31",ELM36SP-Li,ERBAUER,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
461772,"2023-06-01 13:46:02",MLMP675SP51-MS,"MAC ALLISTER","Modération par un administrateur du devis proposé par la station",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
461815,"2023-06-01 15:17:13","TTBCP43-4 ",TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
462051,"2023-06-02 10:38:52",ABW-VBS-100P,FOXTER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.",NULL,"NHP FOXTER - LECLERC","Demande de Garantie",Angélique
462976,"2023-06-05 10:42:16",TTLMP300SP40,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
463437,"2023-06-06 09:01:15",TTLMP300SP40,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
463585,"2023-06-06 13:07:34",FAP1630,FEIDER,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
463827,"2023-06-07 07:18:11",S-AC-7-OUT,HAIER,"La station doit faire un diagnostic de la machine.",NULL,"Climatiseurs HAIER","Demande de Garantie",Roulio
464177,"2023-06-08 06:07:48",MBCP43-4,"MAC ALLISTER","Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
464783,"2023-06-09 11:51:09","BCI33UF / BG 33ES - 22",BESTGREEN,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BCM Sunseeker","Demande de réparation en station.",Nadine
465481,"2023-06-12 06:49:09",FC3500PAP,FEIDER,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","LPM Admin Backup"
465932,"2023-06-13 08:34:47",TTLMP300SP40,TITAN,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
466417,"2023-06-14 08:05:42",PPLMP166SP51,"PERFORMANCE POWER","Le client a accepté le devis, la station peut commencer la réparation",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
466453,"2023-06-14 09:06:14",TTB834LWM,TITAN,"La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie","Laurent P"
466568,"2023-06-14 12:01:55","CSP2525 (PN2500-2A)",BRICOMARCHE,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BCM Johnwin","Prise en charge Hors Garantie","Ghizlane "
467116,"2023-06-15 13:00:24",FRT90EL,FEIDER,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Ridwane
467398,"2023-06-16 09:06:47",MLM1835-Li,"MAC ALLISTER","Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Ridwane
467746,"2023-06-17 08:52:41",MLMP675SP51-MS,"MAC ALLISTER","Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
467988,"2023-06-18 08:44:05",RACT90EA-2,RACING,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Frédéric
468354,"2023-06-19 11:19:58",HG2700-PL,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","SWAP PL"
469086,"2023-06-21 07:47:25",HNHPE2000,HYUNDAI,"La station doit choisir comment s'occuper de la machine.",NULL,"BUILDER / TCK","Demande de diagnostic",Jan
469371,"2023-06-21 17:03:35",Z-HDBTD50-AC,HYUNDAI,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","SWAP REUSED","Demande de réparation en station.","Marc SWAP 82"
469577,"2023-06-22 10:03:19",FC2400PAP4,FEIDER,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,"BUILDER / TCK","Demande de pièces dans le cadre de la garantie","Florian MERCURI"
470462,"2023-06-25 06:18:43","BG PRO 92 HRBK 13CM71SE655",BESTGREEN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","MTD - assist. dom.","Demande de réparation en station.",Roulio
470498,"2023-06-25 08:50:29",ELMP170SP51,ERBAUER,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
471169,"2023-06-27 08:24:39",TTLMP300SP40,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
471204,"2023-06-27 09:38:59",RACCOMBID314T,RACING,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
471210,"2023-06-27 09:47:43",TTLMP750SP53,TITAN,"Le client a accepté le devis, la station peut commencer la réparation",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
471289,"2023-06-27 13:53:02",MLM1334,"MAC ALLISTER","La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
471403,"2023-06-27 14:58:15",RAC32PB-1,RACING,"La réparation a été effectuée avec succès",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Quentin
471405,"2023-06-27 15:01:18",TTBCP33-4,TITAN,"La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
471413,"2023-06-27 15:15:17",RAC173PTIL-A,RACING,"La station établit son devis pour réparer la machine",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
472381,"2023-06-30 10:05:25",HDBDN40V-A,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Jan
472382,"2023-06-30 10:07:28",RG415,FOXTER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","LECLERC Externe (Hors Garantie)","Demande de réparation en station.",Angélique
472611,"2023-06-30 15:24:36",HMELB20V2A,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Serge
472867,"2023-07-01 15:08:47",RAC5174F,RACING,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
473433,"2023-07-03 16:00:58",FC2600PAP,FEIDER,"Panne non prise en charge dans le cadre de la garantie - Accepté",NULL,"BUILDER / TCK","Demande de Garantie","Florian MERCURI"
473565,"2023-07-04 08:12:41",MLMP550SP46-M&S,"MAC ALLISTER","Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie","Laurent P"
473827,"2023-07-04 20:08:29",HCOMBID65,HYUNDAI,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
473973,"2023-07-05 13:21:33","H 96 T 13A776KF686",HELINGTON,"En attente de la réception de la machine réparée par le distributeur",NULL,"INVIVO Garantie","Prise en charge sous Garantie - Invivo","Florian MERCURI"
474400,"2023-07-06 07:49:31",S-AC-11-OUT,HAIER,"La station doit faire un diagnostic de la machine.",NULL,"Climatiseurs HAIER","Demande de Garantie","Sébastien RIHOUEY "
474650,"2023-07-06 16:14:09","Y-Minirider 60 SDE 13BA26JC600",MTD,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","SWAP REUSED","Demande de réparation en station.",Roulio
474813,"2023-07-07 09:34:54",FC3200PAP4-1,FEIDER,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,"BUILDER / TCK","Demande de pièces dans le cadre de la garantie","Florian STEFANI"
476075,"2023-07-11 11:01:26",HTRTPRO5350-4-1,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
476110,"2023-07-11 12:46:08",PPLMP166SP51,"PERFORMANCE POWER","Modération par un administrateur du devis proposé par la station",NULL,KINGFISHER,"Prise en charge Hors Garantie","Laurent P"
476602,"2023-07-12 16:43:17",ZS-881828L,MYPROJECT,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",Kaufland,"Demande de réparation en station.",Frédéric
476673,"2023-07-13 06:10:55",PG2000i,"PULS Energy","La station doit faire un diagnostic de la machine.",NULL,NovoAbrasive,"Demande de Garantie","SWAP PL"
476769,"2023-07-13 10:48:52",HTDER50PW,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
476860,"2023-07-13 13:29:12",HM1125,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","SWAP PL"
477421,"2023-07-15 10:34:44",TTROP224,TITAN,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
477647,"2023-07-16 10:12:29",HG2201-PL-A,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","SWAP PL"
477669,"2023-07-16 20:28:05",HG4500I,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Serge
477815,"2023-07-17 07:12:40",HG2201-PL-A,HYUNDAI,"DDG par la station, un admin doit modérer cette demande.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","SWAP PL"
478416,"2023-07-18 12:35:27",EZG1600i-A-UK,ENERGIZER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
478577,"2023-07-18 15:40:28","600101270 (ZF6113B3)",GARDENSTAR,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","Auchan retail international","Demande de réparation en station.","02 - Agent Administratif SWAP"
478710,"2023-07-19 07:16:45","Litchi 2500w",YUZU,"Le ticket a été clôturé pour diagnostic","Réparation sous garantie","Clim Litchi","Demande de réparation en station.","Florian MERCURI"
478910,"2023-07-19 13:20:26",EZG1600i-A-UK,ENERGIZER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
479300,"2023-07-20 14:02:35",HDBTD50-AC,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
479559,"2023-07-21 09:14:38",HDBT50-A1,HYUNDAI,"La prestation n'a pas pu aboutir",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
479583,"2023-07-21 10:32:57",BCT-0021,BRICOMARCHE,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BCM Better Choice","Demande de réparation en station.",Serge
480085,"2023-07-23 13:55:29",FC2600PAP4,FEIDER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.",NULL,"BUILDER / TCK","Demande de pièces dans le cadre de la garantie","Florian STEFANI"
480365,"2023-07-24 11:13:09",HCOMBI336F-A,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
480418,"2023-07-24 13:53:30",GL3AQ-39947-145,"NO NAME","Panne non prise en charge dans le cadre de la garantie - Accepté",NULL,"BCM JIWEI ","Demande de Garantie",Serge
480794,"2023-07-25 13:47:01",HDBTPRO50-1,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
481030,"2023-07-26 07:17:48",HTRT42-1,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Marc SWAP 82"
481343,"2023-07-27 06:22:24",HG2700-1,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","ALTECO Russia","Demande de réparation en station.","Anna R"
482176,"2023-07-31 14:25:22",ELMP170SP51,ERBAUER,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
482268,"2023-08-01 07:49:03",RAC196PTIL8T,RACING,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
482594,"2023-08-02 12:18:32",TTLMP875SP51,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
483570,"2023-08-03 14:04:25","BCI33UF / BG 33 ES",BESTGREEN,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BCM Sunseeker","Demande de réparation en station.",Nadine
483646,"2023-08-04 07:09:36",HCOMP200-2,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
483665,"2023-08-04 08:49:59",FRT7550M-1,FEIDER,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
483924,"2023-08-05 07:43:20",HCOMBI25,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
484049,"2023-08-06 20:29:52",RAC4661PL,RACING,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","Dan Vitellaro"
484152,"2023-08-07 11:52:21",HTHE75DEM,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
484917,"2023-08-08 14:51:44",MT430,BRICOMARCHE,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BCM Johnwin","Demande de réparation en station.",Nadine
485048,"2023-08-09 12:16:39",HBTE180L,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
485289,"2023-08-10 06:45:37",RAC4639T,RACING,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
485320,"2023-08-10 08:00:16",FRT90EA,FEIDER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Angélique
485633,"2023-08-11 08:16:14",FRT70EL,FEIDER,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
485673,"2023-08-11 09:56:57",FFT200,FEIDER,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
486323,"2023-08-14 11:50:15",HTHT26,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
486967,"2023-08-16 09:04:29",TTLMP750SP53,TITAN,"La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
487044,"2023-08-16 12:49:36",MLM1841,"MAC ALLISTER","Le transport retour a besoin d'être modéré par un admin",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
487056,"2023-08-16 13:01:06",HTDT4650ES,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Serge
487344,"2023-08-17 11:04:34",HY80-A-2,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
